link,url,latitude,longitude,isNotObservatory,Type
Howell Observatory,/wiki/Howell_Observatory,33.464,-88.819,FALSE,Visible
Hradec Králové Observatory,/wiki/Hradec_Kr%C3%A1lov%C3%A9_Observatory,50.17722,15.83917,FALSE,Visible
Huairou Solar Observing Station,/wiki/Huairou_Solar_Observing_Station,40.31583,116.59444,FALSE,Solar
Beijing,/wiki/Beijing,39.917,116.383,TRUE,
Hyde Memorial Observatory,/wiki/Hyde_Memorial_Observatory,40.7778167,-96.636225,FALSE,Visible
Isaac Newton Group of Telescopes,/wiki/Isaac_Newton_Group_of_Telescopes,28.76205556,-17.87763889,FALSE,Visible
Dutch Open Telescope,/wiki/Dutch_Open_Telescope,28.759642,-17.881322,FALSE,Visible
Carlsberg Meridian Telescope,/wiki/Carlsberg_Meridian_Telescope,28.75999,-17.88243,FALSE,Visible
Swedish 1-m Solar Telescope,/wiki/Swedish_Solar_Telescope,28.7597333,-17.8807361,FALSE,Visible
IceCube Neutrino Observatory,/wiki/IceCube_Neutrino_Observatory,-89.99,-63.45306,FALSE,Neutrino
Amundsen–Scott South Pole Station,/wiki/Amundsen%E2%80%93Scott_South_Pole_Station,-90,0,FALSE,Visible
Indian Astronomical Observatory,/wiki/Indian_Astronomical_Observatory,32.77944,78.96417,FALSE,Visible
Hanle,/wiki/Hanle_(village),32.79,79,TRUE,
Canary Islands,/wiki/Canary_Islands,28.1,-15.4,TRUE,
Innsbruck Observatory,/wiki/Innsbruck_Observatory,47.2642,11.3425,FALSE,Visible
IRAM 30m telescope,/wiki/IRAM_30m_telescope,37.066161,-3.392719,FALSE,Radio
Pico Veleta,/wiki/Veleta_(Sierra_Nevada),37.05667,-3.36583,TRUE,
Plateau de Bure Interferometer,/wiki/Plateau_de_Bure_Interferometer,44.63389,5.90792,FALSE,Radio
Iranian National Observatory,/wiki/Iranian_National_Observatory,33.6739,51.3186,FALSE,Visible
Isaac Newton Group of Telescopes,/wiki/Isaac_Newton_Group_of_Telescopes,28.76205556,-17.87763889,FALSE,Visible
La Palma,/wiki/La_Palma,28.667,-17.867,TRUE,
Iso-Heikkilä Observatory,/wiki/Iso-Heikkil%C3%A4_Observatory,60.45205,22.2298,FALSE,Visible
Istanbul University Observatory,/wiki/Istanbul_University_Observatory,41.0125,28.96556,FALSE,Visible
,/wiki/File:Jantar_Mantar_at_Jaipur.jpg,26.9247,75.8248,TRUE,
,/wiki/File:Jantar_Mantar_at_Jaipur.jpg,26.9247,75.8248,TRUE,
Jantar Mantar,/wiki/Jantar_Mantar_(Jaipur),26.9247,75.825,FALSE,Visible
Jaipur,/wiki/Jaipur,26.9,75.8,TRUE,
Jack C. Davis Observatory,/wiki/Jack_C._Davis_Observatory,39.1857,-119.7964,FALSE,Visible
James Clerk Maxwell Telescope,/wiki/James_Clerk_Maxwell_Telescope,19.8228,-155.477,FALSE,Microwave
Mauna Kea,/wiki/Mauna_Kea,19.82066408,-155.4680664,TRUE,
Hawaii,/wiki/Hawaii,21.31139,-157.79639,TRUE,
James Wylie Shepherd Observatory,/wiki/University_of_Montevallo#The_James_Wylie_Shepherd_Observatory,33.10378,-86.86497,FALSE,Visible
Jakarta Observatory,/wiki/Jakarta_Planetarium,-6.189742,106.839431,FALSE,Visible
Jantar Mantar,/wiki/Jantar_Mantar_(Jaipur),26.9247,75.825,FALSE,Visible
Jaipur,/wiki/Jaipur,26.9,75.8,TRUE,
Jena Observatory,/wiki/Jena_Observatory,50.92528,11.58306,FALSE,Visible
Jewett Observatory,/wiki/Jewett_Observatory,46.7286,-117.153,FALSE,Visible
Jodrell Bank Observatory,/wiki/Jodrell_Bank_Observatory,53.23625,-2.307138889,FALSE,Radio
Jones Observatory,/wiki/Jones_Observatory,35.0175,-85.2353,FALSE,Visible
Judson B. Coit Observatory,/wiki/Judson_B._Coit_Observatory,42.35025,-71.1053722,FALSE,Visible
McMath–Pierce Solar Telescope,/wiki/McMath%E2%80%93Pierce_Solar_Telescope,31.9584,-111.595,FALSE,Visible
Kitt Peak National Observatory,/wiki/Kitt_Peak_National_Observatory,31.9583,-111.5967,FALSE,Visible
KAIRA,/wiki/KAIRA,69.070745,20.762076,FALSE,Radio
Tabriz University,/wiki/Tabriz_University,38.06361,46.32861,FALSE,Visible
Tabriz,/wiki/Tabriz,38.067,46.3,TRUE,
Kamioka Observatory,/wiki/Kamioka_Observatory,36.4267,137.3117,FALSE,Neutrino
Hida,"/wiki/Hida,_Gifu",36.233,137.183,TRUE,
Gifu,"/wiki/Gifu,_Gifu",35.417,136.767,TRUE,
Kanzelhoehe Solar Observatory,/wiki/Kanzelhoehe_Solar_Observatory,46.67833,13.90667,FALSE,Solar
Karl Schwarzschild Observatory,/wiki/Karl_Schwarzschild_Observatory,50.980111,11.711167,FALSE,Visible
Keck Observatory,/wiki/Keck_Observatory,19.82636,-155.47501,FALSE,Visible
Mauna Kea,/wiki/Mauna_Kea,19.82066408,-155.4680664,TRUE,
Hawaii,/wiki/Hawaii,21.31139,-157.79639,TRUE,
Keeble Observatory,/wiki/Keeble_Observatory,37.762389,-77.475389,FALSE,Visible
Keele University,/wiki/Keele_University,53.003,-2.273,FALSE,Visible
Kennon Observatory,/wiki/Kennon_Observatory,34.36425,-89.536444,FALSE,Visible
"Oxford, Mississippi","/wiki/Oxford,_Mississippi",34.35972,-89.52611,TRUE,
Kevola Observatory,/wiki/Kevola_Observatory,60.42,22.765,FALSE,Visible
Kielder Observatory,/wiki/Kielder_Observatory,55.23194,-2.61625,FALSE,Visible
Kielder Forest,/wiki/Kielder_Forest,55.208,-2.528,TRUE,
Kirkwood Observatory,/wiki/Kirkwood_Observatory,39.16583,-86.52611,FALSE,Visible
"Bloomington, Indiana","/wiki/Bloomington,_Indiana",39.16222,-86.52917,TRUE,
Kitami Observatory,/wiki/Kitami_Observatory,43.8182,143.9037,FALSE,Visible
Kitt Peak National Observatory,/wiki/Kitt_Peak_National_Observatory,31.9583,-111.5967,FALSE,Visible
"Tucson, Arizona","/wiki/Tucson,_Arizona",32.22167,-110.92639,TRUE,
Klet Observatory,/wiki/Kle%C5%A5_Observatory,48.8636,14.2844,FALSE,Visible
Kodaikanal Solar Observatory,/wiki/Kodaikanal_Solar_Observatory,10.23222,77.46472,FALSE,Solar
Konkoly Observatory,/wiki/Konkoly_Observatory,47.5,18.965,FALSE,Visible
Kopernik Observatory & Science Center,/wiki/Kopernik_Observatory_%26_Science_Center,42.002129,-76.033467,FALSE,Visible
"Vestal, New York","/wiki/Vestal,_New_York",42.08444,-76.05333,TRUE,
KOSMA observatory,/wiki/KOSMA,45.98444,7.78583,FALSE,Microwave
Gornergrat,/wiki/Gornergrat,45.98333,7.78472,TRUE,
Kuffner observatory,/wiki/Kuffner_observatory,48.2125,16.29111,FALSE,Visible
Kuiper Airborne Observatory,/wiki/Kuiper_Airborne_Observatory,37.4214649,-122.047412,FALSE,Visible
Kvistaberg Observatory,/wiki/Kvistaberg_Observatory,59.50167,17.60667,FALSE,Visible
Kyung Hee Observatory,/wiki/Kyung_Hee_Observatory,37.23861,127.08222,FALSE,Visible
Lowell Observatory,/wiki/Lowell_Observatory,35.20278,-111.66444,FALSE,Visible
Observatorio de La Cañada,/wiki/Observatorio_de_La_Ca%C3%B1ada,40.603917,-4.49315,FALSE,Visible
Ladd Observatory,/wiki/Ladd_Observatory,41.83889,-71.39917,FALSE,Visible
"Providence, Rhode Island","/wiki/Providence,_Rhode_Island",41.82361,-71.42222,TRUE,
Lake Afton Public Observatory,/wiki/Lake_Afton_Public_Observatory,37.6222,-97.6269,FALSE,Visible
Lamont–Hussey Observatory,/wiki/Lamont%E2%80%93Hussey_Observatory,-29.0966,26.2362,FALSE,Visible
South Africa,/wiki/South_Africa,-30,25,TRUE,
Landessternwarte Heidelberg-Königstuhl,/wiki/Landessternwarte_Heidelberg-K%C3%B6nigstuhl,49.3981,8.7253417,FALSE,Visible
Königstuhl,/wiki/K%C3%B6nigstuhl_(Odenwald),49.39806,8.72611,FALSE,Visible
La Plata Astronomical Observatory,/wiki/La_Plata_Astronomical_Observatory,-34.908325,-57.9333194,FALSE,Visible
La Plata,/wiki/La_Plata,-34.92111,-57.95444,TRUE,
Argentina,/wiki/Argentina,-34,-64,TRUE,
La Silla Observatory,/wiki/La_Silla_Observatory,-29.25,-70.73,FALSE,Visible
Atacama Desert,/wiki/Atacama_Desert,-24.5,-69.25,TRUE,
Chile,/wiki/Chile,-30,-71,TRUE,
Large Millimeter Telescope,/wiki/Large_Millimeter_Telescope,18.98583333,-97.31472222,FALSE,Radio
Las Brisas Observatory,/wiki/Las_Brisas_Observatory,38.8767,-105.2775,FALSE,Visible
Las Campanas Observatory,/wiki/Las_Campanas_Observatory,-29.0146,-70.6926,FALSE,Visible
"La Serena, Chile","/wiki/La_Serena,_Chile",-29.9,-71.25,TRUE,
Las Cumbres Observatory Global Telescope,/wiki/Las_Cumbres_Observatory_Global_Telescope,34.4327,-119.863,FALSE,Microwave
Laws Observatory,/wiki/Laws_Observatory,38.9438,-92.3228,FALSE,Visible
Leander McCormick Observatory,/wiki/Leander_McCormick_Observatory,38.032833,-78.522333,FALSE,Visible
Mount Jefferson,/wiki/Mount_Jefferson_(Virginia),38.03278,-78.52222,TRUE,
Charlottesville,"/wiki/Charlottesville,_Virginia",38.03,-78.47889,TRUE,
Lee Observatory,/wiki/Lee_Observatory,33.9005444,35.4798028,FALSE,Visible
Leiden Observatory,/wiki/Leiden_Observatory,52.155,4.485,FALSE,Visible
Leiden University,/wiki/Leiden_University,52.156071,4.486949,TRUE,
Leiden,/wiki/Leiden,52.167,4.483,TRUE,
Leoncito Astronomical Complex,/wiki/Leoncito_Astronomical_Complex,-31.7986,-69.2956,FALSE,Visible
Argentina,/wiki/Argentina,-34,-64,TRUE,
Levenhagen Observatory,/wiki/Levenhagen_Observatory,47.43556,-122.27722,FALSE,Visible
Lick Observatory,/wiki/Lick_Observatory,37.34138889,-121.6427778,FALSE,Visible
Mount Hamilton,/wiki/Mount_Hamilton_(California),37.341722,-121.642833,TRUE,
"San Jose, California","/wiki/San_Jose,_California",37.333,-121.9,TRUE,
LightBuckets,/wiki/LightBuckets,31.86083,-109.01556,FALSE,Visible
LIGO,/wiki/LIGO,46.4551444,-119.4076556,FALSE,Gravitational
Hanford Site,/wiki/Hanford_Site,46.6475,-119.59861,TRUE,
Livingston Louisiana,"/wiki/Livingston,_Louisiana",30.49861,-90.74833,FALSE,Visible
Lindheimer Astrophysical Research Center,/wiki/Lindheimer_Astrophysical_Research_Center,42.0595139,-87.670425,FALSE,Visible
Llano de Chajnantor Observatory,/wiki/Llano_de_Chajnantor_Observatory,-23.0228,-67.755,FALSE,Visible
Atacama Desert,/wiki/Atacama_Desert,-24.5,-69.25,TRUE,
Chile,/wiki/Chile,-30,-71,TRUE,
Llano del Hato National Astronomical Observatory,/wiki/Llano_del_Hato_National_Astronomical_Observatory,8.78639,-70.87189,FALSE,Visible
Lockyer Technology Centre,/wiki/Lockyer_Observatory_and_Planetarium,50.68803,-3.219835,FALSE,Radio
Sidmouth,/wiki/Sidmouth,50.68,-3.239,TRUE,
Long Wavelength Array,/wiki/Long_Wavelength_Array,34.07,-107.63,FALSE,Radio
"Socorro, New Mexico","/wiki/Socorro,_New_Mexico",34.06167,-106.89944,TRUE,
Lowell Observatory,/wiki/Lowell_Observatory,35.20278,-111.66444,FALSE,Visible
Anderson Mesa Station,/wiki/Anderson_Mesa_Station,35.09694,-111.53583,TRUE,
"Flagstaff, Arizona","/wiki/Flagstaff,_Arizona",35.19917,-111.63111,TRUE,
Lulin Observatory,/wiki/Lulin_Observatory,23.46861,120.87361,FALSE,Visible
Lund Observatory,/wiki/Lund_Observatory,55.69958,13.18785,FALSE,Visible
Lund,/wiki/Lund,55.70389,13.195,TRUE,
Yunnan,/wiki/Yunnan,25.05,101.867,TRUE,
Lyon Observatory,/wiki/Lyon_Observatory,45.69472,4.7825,FALSE,Visible
Saint-Genis-Laval,/wiki/Saint-Genis-Laval,45.696,4.793,FALSE,Visible
Hooker Telescope,/wiki/Hooker_Telescope,34.22,-118.07,FALSE,Visible
Mount Wilson Observatory,/wiki/Mount_Wilson_Observatory,34.22,-118.07,FALSE,Visible
Malakoff Tower,/wiki/Malakoff_Tower,-8.0608,-34.8708,FALSE,Visible
Macalester College Observatory,/wiki/Macalester_College_Observatory,44.9364444,-93.1695833,FALSE,Visible
Magdalena Ridge Observatory,/wiki/Magdalena_Ridge_Observatory,33.97667,-107.18472,FALSE,Visible
"Socorro County, New Mexico","/wiki/Socorro_County,_New_Mexico",34.02,-106.93,FALSE,Visible
Malakoff Tower,/wiki/Malakoff_Tower,-8.0608,-34.8708,FALSE,Visible
Recife,/wiki/Recife,-8.05,-34.9,TRUE,
Manastash Ridge Observatory,/wiki/Manastash_Ridge_Observatory,46.9511,-120.7245,FALSE,Visible
Maragheh Observatory,/wiki/Maragheh_observatory,37.3960778,46.2091583,FALSE,Visible
Maragheh,/wiki/Maragheh,37.38917,46.2375,TRUE,
Margaret M. Jacoby Observatory,/wiki/Margaret_M._Jacoby_Observatory,41.71444,-71.4825,FALSE,Visible
"Warwick, Rhode Island","/wiki/Warwick,_Rhode_Island",41.717,-71.417,TRUE,
Maria Mitchell Observatory,/wiki/Maria_Mitchell_Observatory,41.28,-70.105,FALSE,Visible
Marina Towers Observatory,/wiki/Marina_Towers_Observatory,51.614,-3.93667,FALSE,Visible
Markree Observatory,/wiki/Markree_Observatory,54.174286,-8.46147,FALSE,Visible
Marseille Observatory,/wiki/Marseille_Observatory,43.30889,5.38583,FALSE,Visible
Marseille,/wiki/Marseille,43.2964,5.37,TRUE,
Martz Observatory,/wiki/Martz_Observatory,42.00861,-79.06667,FALSE,Visible
Mauna Kea Observatory,/wiki/Mauna_Kea_Observatory,19.82444,-155.47333,FALSE,Visible
Mauna Kea,/wiki/Mauna_Kea,19.82066408,-155.4680664,TRUE,
Hawaii,/wiki/Hawaii,21.31139,-157.79639,TRUE,
Mauna Loa Solar Observatory,/wiki/Mauna_Loa_Solar_Observatory,19.536,-155.576,FALSE,Solar
Hawaii,/wiki/Hawaii,21.31139,-157.79639,TRUE,
Maynard F. Jordan Observatory,/wiki/Maynard_F._Jordan_Observatory,44.89889,-68.6675,FALSE,Visible
"Orono, Maine","/wiki/Orono,_Maine",44.883,-68.672,TRUE,
McDonald Observatory,/wiki/McDonald_Observatory,30.6714,-104.022,FALSE,Visible
Davis Mountains,/wiki/Davis_Mountains,30.633,-104.167,TRUE,
McKim Observatory,/wiki/McKim_Observatory,39.64556,-86.85222,FALSE,Visible
Greencastle,"/wiki/Greencastle,_Indiana",39.64222,-86.85611,TRUE,
McMath–Hulbert Solar Observatory,/wiki/McMath%E2%80%93Hulbert_Solar_Observatory,42.697648,-83.319175,FALSE,Solar
MDM Observatory,/wiki/MDM_Observatory,31.95167,-111.61583,FALSE,Visible
Kitt Peak,/wiki/Kitt_Peak,31.96491923,-111.5992791,FALSE,Visible
Mead Observatory,/wiki/Mead_Observatory,32.45972,-84.99556,FALSE,Visible
Medicina Radio Observatory,/wiki/Medicina_Radio_Observatory,44.5208,11.6469,FALSE,Visible
Medicina,/wiki/Medicina,44.483,11.633,TRUE,
Mees Observatory,/wiki/Mees_Observatory,42.700278,-77.4087667,FALSE,Visible
Mehalso Observatory,/wiki/Mehalso_Observatory,42.118417,-79.9875,FALSE,Visible
Melbourne Observatory,/wiki/Melbourne_Observatory,-37.8297,144.975,FALSE,Visible
Melbourne,"/wiki/Melbourne,_Victoria",-37.81361,144.96306,TRUE,
Melton Memorial Observatory,/wiki/Melton_Memorial_Observatory,33.9975,-81.02639,FALSE,Visible
Mendenhall Observatory,/wiki/Mendenhall_Observatory,36.070472,-97.193833,FALSE,Visible
Menke Observatory,/wiki/Menke_Observatory,41.77194,-90.794306,FALSE,Visible
Metsähovi Observatory,/wiki/Mets%C3%A4hovi_Observatory,60.2181,24.3939,FALSE,Radio
Meudon Observatory,/wiki/Meudon_Observatory,48.8364389,2.3365056,FALSE,Solar
Meudon,/wiki/Meudon,48.8075,2.2403,TRUE,
Meyer–Womble Observatory,/wiki/Meyer%E2%80%93Womble_Observatory,39.587,-105.6409,FALSE,Visible
"Mount Evans, Colorado","/wiki/Mount_Evans,_Colorado",39.5883155,-105.6438064,TRUE,
Michigan State University Observatory,/wiki/Michigan_State_University_Observatory,42.70639,-84.48222,FALSE,Visible
East Lansing,"/wiki/East_Lansing,_Michigan",42.7348,-84.4808,TRUE,
Pic du Midi Observatory,/wiki/Pic_du_Midi_Observatory,42.93639,0.14278,FALSE,Visible
Toulouse Observatory,/wiki/Toulouse_Observatory,43.61233,1.46278,FALSE,Visible
Miller Observatory,/wiki/Miller_Observatory,35.57577,-81.20614,FALSE,Visible
Mills Observatory,/wiki/Mills_Observatory,56.4649806,-3.012575,FALSE,Visible
Balgay Hills,/wiki/Balgay,56.46606,-3.017575,TRUE,
Dundee,/wiki/Dundee,56.462,-2.9707,TRUE,
MMT Observatory,/wiki/MMT_Observatory,31.6883,-110.885,FALSE,Visible
"Mount Hopkins, Arizona",/wiki/Mount_Hopkins_(Arizona),31.6884218,-110.8853648,FALSE,Visible
Modra Observatory,/wiki/Modra_Observatory,48.373273,17.274021,FALSE,Visible
Modra,/wiki/Modra,48.33167,17.30889,TRUE,
Moletai Astronomical Observatory,/wiki/Moletai_Astronomical_Observatory,55.315972,25.56333,FALSE,Visible
Moletai,/wiki/Moletai,55.233,25.417,TRUE,
Lithuania,/wiki/Lithuania,54.683,25.317,TRUE,
Molonglo Observatory Synthesis Telescope,/wiki/Molonglo_Observatory_Synthesis_Telescope,-35.3707,149.424,FALSE,Visible
Mont Mégantic Observatory,/wiki/Mont_M%C3%A9gantic_Observatory,45.4558,-71.1525,FALSE,Visible
Mont Mégantic,/wiki/Mont_M%C3%A9gantic,45.455683,-71.1521,TRUE,
Québec,/wiki/Qu%C3%A9bec,53,-70,TRUE,
Monterey Institute for Research in Astronomy,/wiki/Monterey_Institute_for_Research_in_Astronomy,36.6609,-121.8087,FALSE,Visible
Montevideo,/wiki/Montevideo,-34.88361,-56.18194,FALSE,Visible
Moore Observatory,/wiki/Moore_Observatory,38.34444,-85.52889,TRUE,
Morgan–Monroe Observatory,/wiki/Morgan%E2%80%93Monroe_Observatory,39.31361,-86.43444,FALSE,Visible
Morgan–Monroe State Forest,/wiki/Morgan%E2%80%93Monroe_State_Forest,39.32111,-86.41333,TRUE,
Morris Observatory,/wiki/Morris_Observatory,41.013167,-85.757806,FALSE,Visible
Morrison Observatory,/wiki/Morrison_Observatory,39.1,-92.4,FALSE,Visible
Mount Stony Brook Observatory,/wiki/Mount_Stony_Brook_Observatory,40.91476,-73.12568,FALSE,Visible
Mounds Observatory,/wiki/Mounds_Observatory,35.831233,-96.146,FALSE,Visible
Mount Abu InfraRed Observatory,/wiki/Mount_Abu_InfraRed_Observatory,24.6548167,72.7792167,FALSE,Visible
Mount Burnett Observatory,/wiki/Mount_Burnett_Observatory,-37.9727,145.4954,FALSE,Visible
Mount Burnett,"/wiki/Mount_Burnett,_Victoria",-37.983,145.5,TRUE,
Mount Cuba Astronomical Observatory,/wiki/Mount_Cuba_Astronomical_Observatory,39.785,-75.63333,FALSE,Visible
Mount Graham International Observatory,/wiki/Mount_Graham_International_Observatory,32.7013028,-109.8920139,FALSE,Visible
Mount Graham,/wiki/Mount_Graham,32.70165781,-109.871391,TRUE,
Mount John University Observatory,/wiki/Mount_John_University_Observatory,-43.9867,170.465,FALSE,Visible
Lake Tekapo,/wiki/Lake_Tekapo,-43.883,170.517,TRUE,
Mount Laguna Observatory,/wiki/Mount_Laguna_Observatory,32.8424,-116.428,FALSE,Visible
"San Diego, California","/wiki/San_Diego,_California",32.715,-117.1625,FALSE,Visible
Mount Lemmon Observatory,/wiki/Mount_Lemmon_Observatory,32.442,-110.7893,FALSE,Visible
"Tucson, Arizona","/wiki/Tucson,_Arizona",32.22167,-110.92639,TRUE,
Mount Pleasant Radio Observatory,/wiki/Mount_Pleasant_Radio_Observatory,-42.805,147.439,FALSE,Radio
Mount Stromlo Observatory,/wiki/Mount_Stromlo_Observatory,-35.32027778,149.0069444,FALSE,Visible
Canberra,/wiki/Canberra,-35.3075,149.124417,TRUE,
Mount Suhora Observatory,/wiki/Mount_Suhora_Observatory,49.56917,20.0675,FALSE,Visible
Mount Wilson Observatory,/wiki/Mount_Wilson_Observatory,34.22,-118.07,FALSE,Visible
Mount Wilson,/wiki/Mount_Wilson_(California),34.22375903,-118.0616449,FALSE,Visible
"Los Angeles County, California","/wiki/Los_Angeles_County,_California",34.05,-118.25,FALSE,Visible
Mountain Skies Observatory,/wiki/Mountain_Skies_Observatory,41.328,-110.292,FALSE,Visible
Mullard Radio Astronomy Observatory,/wiki/Mullard_Radio_Astronomy_Observatory,52.1674,0.0326,FALSE,Radio
Cambridge,/wiki/Cambridge,52.205,0.119,TRUE,
Murchison Radio-astronomy Observatory,/wiki/Murchison_Radio-astronomy_Observatory,-26.7042,116.659,FALSE,Radio
Nice Observatory,/wiki/Nice_Observatory,43.72744,7.29907,FALSE,Visible
Nachi-Katsuura Observatory,/wiki/Nachi-Katsuura_Observatory,33.61,135.92472,FALSE,Visible
Nançay Radio Telescope,/wiki/Nan%C3%A7ay_Radio_Telescope,47.3708,2.1972,FALSE,Visible
Nanjing,/wiki/Nanjing,32.05,118.767,TRUE,
Jiangsu,/wiki/Jiangsu,32.9,119.8,TRUE,
National Astronomical Observatory of Japan,/wiki/National_Astronomical_Observatory_of_Japan,35.6752172,139.5380831,FALSE,Visible
"Mitaka, Tokyo","/wiki/Mitaka,_Tokyo",35.683556,139.559528,TRUE,
National Astronomical Observatory (Mexico),/wiki/National_Astronomical_Observatory_(Mexico),31.0439,-115.4637,FALSE,Visible
Sierra San Pedro Mártir,/wiki/Sierra_San_Pedro_M%C3%A1rtir,30.75,-115.217,TRUE,
National Observatory (Brazil),/wiki/National_Observatory_(Brazil),-22.8953,-43.2246,FALSE,Visible
National Observatory of Athens,/wiki/National_Observatory_of_Athens,37.973389,23.718222,FALSE,Visible
Athens,/wiki/Athens,37.983972,23.727806,TRUE,
Cerro Tololo Inter-American Observatory,/wiki/Cerro_Tololo_Inter-American_Observatory,-30.1696611,-70.806525,FALSE,Visible
Gemini Observatory,/wiki/Gemini_Observatory,19.82396,-155.46984,FALSE,Visible
Kitt Peak National Observatory,/wiki/Kitt_Peak_National_Observatory,31.9583,-111.5967,FALSE,Visible
National Solar Observatory,/wiki/National_Solar_Observatory,40.0117201,-105.2454644,FALSE,Solar
"Tucson, Arizona","/wiki/Tucson,_Arizona",32.22167,-110.92639,TRUE,
National Optical Observatory,/wiki/National_Optical_Observatory,36.82417,30.33556,FALSE,Visible
Atacama Large Millimeter Array,/wiki/Atacama_Large_Millimeter_Array,-23.0193,-67.7532,FALSE,Radio
Green Bank Telescope,/wiki/Green_Bank_Telescope,38.43305556,-79.83972222,FALSE,Radio
Very Large Array,/wiki/Very_Large_Array,34.0787492,-107.6177275,FALSE,Radio
Very Long Baseline Array,/wiki/Very_Long_Baseline_Array,34.07883,-107.61831,FALSE,Radio
"Charlottesville, Virginia","/wiki/Charlottesville,_Virginia",38.03,-78.47889,TRUE,
Helwan,/wiki/Helwan,29.85,31.333,TRUE,
National Solar Observatory,/wiki/National_Solar_Observatory,40.0117201,-105.2454644,FALSE,Visible
"Sunspot, New Mexico","/wiki/Sunspot,_New_Mexico",32.791,-105.818,TRUE,
Kitt Peak,/wiki/Kitt_Peak,31.96491923,-111.5992791,FALSE,Visible
Naylor Observatory,/wiki/Naylor_Observatory,40.1469,-76.8989,FALSE,Visible
Neuchâtel Observatory,/wiki/Neuch%C3%A2tel_Observatory,47,6.9529,FALSE,Visible
Neuchâtel,/wiki/Neuch%C3%A2tel,47,6.933,TRUE,
Nice Observatory,/wiki/Nice_Observatory,43.72744,7.29907,FALSE,Visible
"Nice, France","/wiki/Nice,_France",43.7034,7.2663,TRUE,
Nizamia Observatory,/wiki/Nizamia_observatory,17.43167,78.4525,FALSE,Visible
Hyderabad,/wiki/Hyderabad,17.37,78.48,TRUE,
Norman Lockyer Observatory,/wiki/Lockyer_Observatory_and_Planetarium,50.68803,-3.219835,FALSE,Solar
Sidmouth,/wiki/Sidmouth,50.68,-3.239,TRUE,
Nordic Optical Telescope,/wiki/Nordic_Optical_Telescope,28.75722222,-17.885,FALSE,Visible
Canary Islands,/wiki/Canary_Islands,28.1,-15.4,TRUE,
"Flagstaff, AZ","/wiki/Flagstaff,_AZ",35.19917,-111.63111,TRUE,
London,/wiki/London,51.50722,-0.1275,TRUE,
London,/wiki/London,51.50722,-0.1275,FALSE,Visible
North Georgia Astronomical Observatory,/wiki/North_Georgia_Astronomical_Observatory,34.52083,-84.05389,FALSE,Visible
North Otago Astronomical Society Observatory,/wiki/North_Otago_Astronomical_Society_Observatory,-45.091482,170.95801,FALSE,Visible
Nyrölä Observatory,/wiki/Nyr%C3%B6l%C3%A4_Observatory,62.34222,25.51306,FALSE,Visible
Córdoba,"/wiki/C%C3%B3rdoba,_Argentina",-31.417,-64.183,FALSE,Visible
Aras de los Olmos,/wiki/Aras_de_los_Olmos,39.92556,-1.13361,TRUE,
O'Brien Observatory,/wiki/O%27Brien_Observatory,45.1815,-92.7757,TRUE,
Sonora,/wiki/Sonora,29.64611,-110.86889,TRUE,
Oil Region Astronomical Observatory,/wiki/Oil_Region_Astronomical_Observatory,41.47028,-79.78361,FALSE,Visible
Venango County,"/wiki/Venango_County,_Pennsylvania",41.4,-79.76,TRUE,
Ondokuz Mayis University Observatory,/wiki/Ondokuz_May%C4%B1s_University_Observatory,41.36833,36.20083,FALSE,Visible
Ondrejov Observatory,/wiki/Ond%C5%99ejov_Observatory,49.915175,14.780994,FALSE,Visible
Ondrejov,/wiki/Ond%C5%99ejov_(Prague-East_District),49.905,14.782,TRUE,
Onsala Space Observatory,/wiki/Onsala_Space_Observatory,57.39305556,11.91777778,FALSE,Radio
Onsala,/wiki/Onsala,57.41472,12.0225,TRUE,
Ooty Radio Telescope,/wiki/Ooty_Radio_Telescope,11.383404,76.66616,FALSE,Radio
Ooty,/wiki/Ooty,11.41,76.7,TRUE,
Orchard Hill Observatory,/wiki/Orchard_Hill_Observatory,42.3940611,-72.5215639,FALSE,Radio
Orioloromano Observatory,/wiki/Orioloromano_Observatory,42.169528,12.138,FALSE,Visible
Otter Creek Observatory,/wiki/Otter_Creek_Observatory,38.07307,-86.016362,FALSE,Visible
Oulu,/wiki/Oulu,65.017,25.467,TRUE,
Owens Valley Radio Observatory,/wiki/Owens_Valley_Radio_Observatory,37.2339,-118.282,FALSE,Visible
Perth Observatory,/wiki/Perth_Observatory,-32.00778,116.13528,FALSE,Visible
Pachmarhi Array of Cerenkov Telescopes (PACT),/wiki/Pachmarhi_Telescope_Array,22.46667,76.43333,FALSE,Visible
Palisades-Dows Observatory,/wiki/Palisades-Dows_Observatory,41.889333,-91.500167,FALSE,Visible
Palomar Observatory,/wiki/Palomar_Observatory,33.3558,-116.865,FALSE,Visible
Palomar Mountain,/wiki/Palomar_Mountain,33.36348351,-116.8363942,TRUE,
Panzano Observatory,/wiki/Panzano_Observatory,44.6211,11.0417,FALSE,Visible
Paranal Observatory,/wiki/Paranal_Observatory,-24.62722,-70.40417,FALSE,Visible
Cerro Paranal,/wiki/Cerro_Paranal,-24.62722,-70.40472,TRUE,
Atacama desert,/wiki/Atacama_desert,-24.5,-69.25,TRUE,
Chile,/wiki/Chile,-30,-71,TRUE,
Paris Observatory,/wiki/Paris_Observatory,48.8364389,2.3365056,FALSE,Visible
Parkes Observatory,/wiki/Parkes_Observatory,-32.99994,148.26231,FALSE,Radio
